Date,Author,Title (Item),Periodical Title,Language 1,Author Country 1,Author Country 2,Publisher,city,country,Pub Location,Genre,ISBN,Number of Pages,Original Publication Date,Original Pub Language,Original Language Title,Original Language Publisher,Translator Name,Cover Photo URL,Wikipedia URL
2004,"Morejón, Nancy",Black Woman And Other Poems/Mujer Negra Y Otros Poemas,,English,Cuba,,Mango Publishing,London,England,"London, England",Poetry Collection,978-1-902294-11-7,243,2004,,,,,,https://en.wikipedia.org/wiki/Nancy_Morejón
2021,"Morejón, Nancy",Wilde Kohlen,,German,Cuba,,Wissenschaftlicher Verlag Berlin,Berlin,Germany,"Berlin, Germany",NA,978-3-7534-2242-8,112,2021,,,,,,https://en.wikipedia.org/wiki/Nancy_Morejón
2012,"Morejón, Nancy",Richard Trajo Su Flauta Y Otros Poemas: Antología Poética,,Spanish,Cuba,,"VISOR LIBROS, S.L.",Madrid,Spain,"Madrid, Spain",Anthology,978-84-7522-423-7,132,2012,,,,,,https://en.wikipedia.org/wiki/Nancy_Morejón
1985,"Morejón, Nancy",Where The Island Sleeps Like A Wing: Selected Poetry,,English,Cuba,,The Black Scholar Press,"San Francisco, CA",United States,"San Francisco, CA, United States",Poetry Collection,978-0-933296-11-4,92,1985,,,,,,https://en.wikipedia.org/wiki/Nancy_Morejón
2005,"Morejón, Nancy",Letters-Of-Love-Hope,,English,Cuba,,Ocean Press,North Melbourne,Australia,"North Melbourne, Australia",Nonfiction Book,978-1-920888-23-7,,2005,,,,,,https://en.wikipedia.org/wiki/Nancy_Morejón
2020,"Morejón, Nancy",Augen,,German,Cuba,,Books on Demand,Norderstedt,Germany,"Norderstedt, Germany",Poetry Collection,,81,2020,,,,,,https://en.wikipedia.org/wiki/Nancy_Morejón
2020,"Morejón, Nancy",Ruhmreiche Landschaft,,German,Cuba,,Books on Demand,Norderstedt,Germany,"Norderstedt, Germany",Fiction (Short Story Collection),978-3-7526-1277-6,,2020,,,,,,https://en.wikipedia.org/wiki/Nancy_Morejón
2017,"Morejón, Nancy",Rogelio Martínez Furé : ¿Juglar O Griot?.Ensayo.,,Spanish,Cuba,,coleccion sur,Havana,Cuba,"Havana, Cuba",Essay,978-959-302-173-9,40,2017,,,,,,https://en.wikipedia.org/wiki/Nancy_Morejón
2019,"Arthurs, Alexia",How to Love a Jamaican: Stories,,English,United States,Jamaica,Picador,London,England,"London, England",Fiction (Short Story Collection),978-1-5098-8362-2,256,2018,,,,,,https://en.wikipedia.org/wiki/Alexia_Arthurs
2018,"Douglas, Marcia",The Marvellous Equations Of The Dread: A Novel In Bass Riddim,,English,Jamaica,,New Directions,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-8112-2786-5,304,2016,,,,,,https://en.wikipedia.org/wiki/Marcia_Douglas
2000,"Cliff, Michelle",Kein Telefon Zum Himmel,,German,Jamaica,,Unionsverlag,Zürich,Switzerland,"Zürich, Switzerland",Fiction (Novel),978-3-293-20162-0,211,1987,,,,,,https://en.wikipedia.org/wiki/Michelle_Cliff
1996,"Cliff, Michelle",Kein Himmel über Jamaika Roman,,German,Jamaica,,Orlanda Frauenverlag,Berlin,Germany,"Berlin, Germany",Fiction (Novel),,,1996,,,,,,https://en.wikipedia.org/wiki/Michelle_Cliff
2010,"Cliff, Michelle",Into The Interior,,English,Jamaica,,University of Minnesota Press,"Minneapolis, MN",United States,"Minneapolis, MN, United States",Fiction (Novel),978-0-8166-7376-6,,2010,,,,,,https://en.wikipedia.org/wiki/Michelle_Cliff
2009,"Cliff, Michelle",Everything Is Now: New And Collected Stories,,English,Jamaica,,University of Minnesota Press,"Minneapolis, MN",United States,"Minneapolis, MN, United States",Fiction (Short Story Collection),978-0-8166-5593-9 978-0-8166-5594-6,,2009,,,,,,https://en.wikipedia.org/wiki/Michelle_Cliff
2008,"Cliff, Michelle",If I Could Write This In Fire,,English,Jamaica,,University of Minnesota Press,"Minneapolis, MN",United States,"Minneapolis, MN, United States",Autobiography/Memoir,978-0-8166-5474-1 978-0-8166-5475-8,,2008,,,,,,https://en.wikipedia.org/wiki/Michelle_Cliff
2004,"Cliff, Michelle",Free Enterprise,,English,Jamaica,,City Lights,"San Francisco, CA",United States,"San Francisco, CA, United States",Fiction (Novel),,,1993,,,,,,https://en.wikipedia.org/wiki/Michelle_Cliff
1998,"Cliff, Michelle",No Telephone To Heaven,,English,Jamaica,,Plume Books,London,England,"London, England",Fiction (Novel),978-0-452-27569-0,,1987,,,,,,https://en.wikipedia.org/wiki/No_Telephone_to_Heaven
1980,"Cliff, Michelle",Claiming An Identity They Taught Me To Despise,,English,Jamaica,,Persephone Press,"Watertown, MA",United States,"Watertown, MA, United States",Poetry Collection,,,1980,,,,,,https://en.wikipedia.org/wiki/Michelle_Cliff
2021,"Brand, Dionne",The Blue Clerk: Ars Poetica In 59 Versos,,English,Trinidad & Tobago,Canada,CELA : CNIB,"Toronto, ON",Canada,"Toronto, ON, Canada",Poetry Collection,978-0-221-07865-1,,2018,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2020,"Brand, Dionne",What We All Long For,,English,Trinidad & Tobago,,Knopf Canada,"Toronto, ON",Canada,"Toronto, ON, Canada",Fiction (Novel),978-0-7352-7987-2,640,2005,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2019,"Brand, Dionne",Theory,,English,Trinidad & Tobago,,CELA : CNIB,"Toronto, ON",Canada,"Toronto, ON, Canada",Fiction (Novel),978-0-616-98825-1,229,2018,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2010,"Brand, Dionne",Bread Out Of Stone,,English,Trinidad & Tobago,,W. Ross MacDonald School Resource Services Library,"Brantford, ON","Brantford, ON","Brantford, ON, Brantford, ON",Autobiography/Memoir,,183,1995,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2011,"Brand, Dionne; Recorded Books, Inc",At The Full And Change Of The Moon,,English,Trinidad & Tobago,United States,Vintage Canada,"Toronto, ON",Canada,"Toronto, ON, Canada",Fiction (Novel),978-0-307-36761-7,210,1999,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2020,"Brand, Dionne; Fernandes, Eugenie",Earth Magic: Poems,,English,Trinidad & Tobago,United States,Kids Can Press Ltd.,Toronto,Canada,"Toronto, Canada",Poetry Collection,978-1-5253-0458-3,30,2006,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2008,"Brand, Dionne; D'Amelio, Nadia",Land To Light On,,English,Trinidad & Tobago,England,Anagrammes,Perros-Guirec,France,"Perros-Guirec, France",Poetry Collection,978-2-84719-056-4 978-2-84719-041-0,149,1997,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
1998,"Brand, Dionne",Sans Souci And Other Stories,,English,Trinidad & Tobago,,Women's Press,"Toronto, ON",Canada,"Toronto, ON, Canada",Fiction (Short Story Collection),978-0-88961-196-2,150,1989,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2005,"Brand, Dionne; Fruner, Sara",Il Libro Dei Desideri,,Italian,Trinidad & Tobago,Italy,Giunti,Firenze,Italy,"Firenze, Italy",Fiction (Novel),978-88-09-04108-0,311,2005,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2004,"Brand, Dionne; Fruner, Sara",Di Luna Piena E Di Luna Calante,,Italian,Trinidad & Tobago,Italy,Giunti,Firenze,Italy,"Firenze, Italy",Fiction (Novel),978-88-09-03492-1,288,2004,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2022,"Brand, Dionne",NOMENCLATURE: New And Collected Poems.,,English,Trinidad & Tobago,,Duke University Press,"Durham, NC",United States,"Durham, NC, United States",Poetry Collection,978-1-4780-1662-5,688,2022,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
1983,"Brand, Dionne; Paton, Bruce","Grenada, October 25th, 1983",,English,Trinidad & Tobago,United States,publisher not identified,"Toronto, ON",Canada,"Toronto, ON, Canada",Poem,,,1983,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2007,"Brand, Dionne; Müller, Matthias",Wonach Sich Alle Sehnen: Roman,,German,Trinidad & Tobago,Germany,Atrium Verlag,Zurich,Switzerland,"Zurich, Switzerland",Fiction (Novel),978-3-85535-040-7,382,2007,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2011,"Brand, Dionne",Chronicles Early Years,,English,Trinidad & Tobago,,Wilfrid Laurier University Press,Ontario,Canada,"Ontario, Canada",Poetry Collection,978-1-55458-374-4,162,2011,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
1997,"Brand, Dionne","In Another Place, Not Here",,English,Trinidad & Tobago,,Vintage Canada,"Toronto, ON",Canada,"Toronto, ON, Canada",Fiction (Novel),978-0-394-28179-7,247,1997,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
1978,"Brand, Dionne",Fore Day Morning: Poems,,English,Trinidad & Tobago,,Khoisan Artists,"Toronto, ON",Canada,"Toronto, ON, Canada",Poetry Collection,978-0-920662-02-1,33,1978,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
1997,"Brand, Dionne; D'Amelio, N",Une Terre Où Se Poser,,French,Trinidad & Tobago,England,Anagrammes,Perros-Guirec,France,"Perros-Guirec, France",Poetry Collection,978-2-84719-056-4,149,1997,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2011,"Brand, Dionne; Côté, Nicole; Iorga, Anton",Les Désirs De La Ville : Roman,,French,Trinidad & Tobago,Canada,L'Instant même,Quebec,Canada,"Quebec, Canada",Fiction (Novel),978-2-89502-297-8,294,2011,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2007,"Brand, Dionne",No Language Is Neutral: Poems,,English,Trinidad & Tobago,,McClelland & Stewart,"Toronto, ON",Canada,"Toronto, ON, Canada",Poetry Collection,978-0-7710-1646-2,50,2007,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2006,"Brand, Dionne",Inventory,,English,Trinidad & Tobago,,McClelland & Stewart,"Toronto, ON",Canada,"Toronto, ON, Canada",Poem,978-0-7710-1662-2,100,2006,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2005,"Brand, Dionne",Thirsty,,English,Trinidad & Tobago,,McClelland & Stewart,"Toronto, ON",Canada,"Toronto, ON, Canada",Poem,978-0-7710-1644-8,63,2002,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2022,"Brand, Dionne",A Map To The Door Of No Return: Notes To Belonging,,English,Trinidad & Tobago,,Vintage Canada,"Toronto, ON",Canada,"Toronto, ON, Canada",Autobiography/Memoir,978-1-03-900581-5,240,2001,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2015,"Brand, Dionne",Love Enough,,English,Trinidad & Tobago,,Vintage Canada,"Toronto, ON",Canada,"Toronto, ON, Canada",Fiction (Novel),978-0-345-80889-9,180,2014,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
1985,"Brand, Dionne",Chronicles Of The Hostile Sun,,English,Trinidad & Tobago,,Williams-Wallace,"Toronto, ON",Canada,"Toronto, ON, Canada",Poetry Collection,978-0-88795-033-9,75,1984,,,,,,https://en.wikipedia.org/wiki/Dionne_Brand
2019,"Smith, Zadie; Wasel, Ulrike; Timmermann, Klaus",Zähne Zeigen Roman,,German,England,United States,M. Buchergilde Gutenberg,Frankfurt,Germany,"Frankfurt, Germany",Fiction (Novel),978-3-462-32052-7,,2001,English,White Teeth,,,,https://en.wikipedia.org/wiki/Zadie_Smith
2021,"Smith, Zadie; Laird, Nick; Fox, Magenta",Weirdo,,English,England,Ireland,Puffin,London,England,"London, England",Fiction (Novel),978-0-241-44960-8,,2021,,,,,,https://en.wikipedia.org/wiki/Zadie_Smith
2018,"Smith, Zadie; Henry, Lenny",White Teeth,,English,England,England,"Random House Digital, Inc.","New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-525-63415-7,,2000,,,,,,https://en.wikipedia.org/wiki/Zadie_Smith
2003,"Smith, Zadie; Demanuelli, Claude",Sourires De Loup,,French,England,United States,Gallimard,Paris,France,"Paris, France",Fiction (Novel),978-2-07-042818-2,,2000,,,,,,https://en.wikipedia.org/wiki/Zadie_Smith
2017,"Smith, Zadie; Batko, Zbigniew; Spoleczny Instytut Wydawniczy Znak",Biale Zeby,,Polish,England,Poland,Wydawnictwo Znak,Krakow,Poland,"Krakow, Poland",Fiction (Novel),978-83-240-5026-0,,2000,,,,,,https://en.wikipedia.org/wiki/Zadie_Smith
2016,"Smith, Zadie; Aronson, Philippe",De La Beauté,,French,England,United States,Gallimard,Paris,France,"Paris, France",Fiction (Novel),978-2-07-268238-4,,2016,,,,,,https://en.wikipedia.org/wiki/Zadie_Smith
2019,"Smith, Zadie",Feel Free: Essays,,English,England,,Penguin,London,England,"London, England",Nonfiction Book,978-0-241-97102-4,,2018,,,,,,https://en.wikipedia.org/wiki/Feel_Free_(Smith_book)
2020,"Smith, Zadie",Dinti Albi,,English,England,,Litera Media Group,Bucuresti,Romania,"Bucuresti, Romania",Fiction (Novel),978-606-33-5038-2,,2000,,,,,,https://en.wikipedia.org/wiki/Zadie_Smith
2021,"Smith, Zadie; Anton, Daniela",The Embassy Of Cambodia,,English,England,United States,Ernst Klett Sprachen GmbH,Stuttgart,Germany,"Stuttgart, Germany",Fiction (Novel),978-3-12-577647-0,,2013,,,,,,https://en.wikipedia.org/wiki/Zadie_Smith
2012,"Smith, Zadie",Changing My Mind: Occasional Essays,,English,England,,Hamish Hamilton Canada,"Toronto, ON",Canada,"Toronto, ON, Canada",Nonfiction Book,978-0-14-317900-9,,2009,,,,,,https://en.wikipedia.org/wiki/Zadie_Smith
2021,"Smith, Zadie; James, Peter Francis",On Beauty,,English,England,United States,Penguin Books,London,England,"London, England",Fiction (Novel),978-0-241-99468-9,446,2005,,,,,,https://en.wikipedia.org/wiki/On_Beauty
2021,"Smith, Zadie",NW,,English,England,,Penguin,Amsterdam,Netherlands,"Amsterdam, Netherlands",Fiction (Novel),978-0-241-96348-7,304,2012,,,,,,https://en.wikipedia.org/wiki/NW_(novel)
2007,"Chauvet, Marie","Liebe, Wut, Wahnsinn Roman",,German,Haiti,,Berlin List,Berlin,Germany,"Berlin, Germany",Fiction (Novel),978-3-548-60743-6,,1968,,,,,,https://en.wikipedia.org/wiki/Marie_Vieux-Chauvet
2017,"Vieux-Chauvet, Marie",Les Rapaces,,French,Haiti,,Zellige,Léchelle,France,"Léchelle, France",Fiction (Novel),978-2-914773-76-8,,1986,,,,,,https://en.wikipedia.org/wiki/Marie_Vieux-Chauvet
2016,"Chauvet, Marie; Trouillot, Lyonel",La Danse Sur Le Volcan,,French,Haiti,Haiti,L'Imprimeur S.A.,Port-au-Prince,Haiti,"Port-au-Prince, Haiti",Fiction (Novel),978-99970-62-20-8,,1957,,,,,,https://en.wikipedia.org/wiki/Marie_Vieux-Chauvet
2016,"Chauvet, Marie; Pierre-Louis, Mich??le Duvivier",Fonds Des Nègres : Roman,,French,Haiti,Haiti,L'Imprimeur S.A.,Port-au-Prince,Haiti,"Port-au-Prince, Haiti",Fiction (Novel),978-99970-62-19-2,,2015,,,,,,https://en.wikipedia.org/wiki/Marie_Vieux-Chauvet
2016,"Chauvet, Marie; Milcé, Jean-Euphèle",Fille D'Haïti : Roman,,French,Haiti,Haiti,L'Imprimeur S.A.,Port-au-Prince,Haiti,"Port-au-Prince, Haiti",Fiction (Novel),978-99970-62-18-5 978-99970-62-19-2,,1954,,,,,,https://en.wikipedia.org/wiki/Marie_Vieux-Chauvet; https://fr.wikipedia.org/wiki/Jean-Euphèle_Milcé
2017,"Yoon, Nicola; Chevreau, Éric; Girard, Nastassja","Everything, Everything",,English,Jamaica,France,Audiolib,Paris,France,"Paris, France",Fiction (Novel),978-2-36762-518-8,,2015,,,,,,"https://en.wikipedia.org/wiki/Everything,_Everything_(novel)"
2019,"Yoon, Nicola; Suhard-Guié, Karine",Mon Etoile Solaire,,French,Jamaica,France,Bayard Presse,Montrouge,France,"Montrouge, France",Fiction (Novel),979-10-363-0974-8,,2019,,,,,,https://en.wikipedia.org/wiki/Nicola_Yoon
2020,"Yoon, Nicola",Nap Is Csillag,,English,Jamaica,,Gabo könyvkiadó,Budapest,Hungary,"Budapest, Hungary",Fiction (Novel),978-963-406-554-8,,2016,,,,,,https://en.wikipedia.org/wiki/Nicola_Yoon
2020,"Yoon, Nicola","Minden, Miinden",,English,Jamaica,,Gabo könyvkiadó,Budapest,Hungary,"Budapest, Hungary",Fiction (Novel),978-963-406-552-4,,2015,,,,,,https://en.wikipedia.org/wiki/Nicola_Yoon
2021,"Yoon, Nicola; Mutsaers, Sabine",Dansen Voor Beginners,,Dutch,Jamaica,United States,Em. Querido's Uitgeverij,Amsterdam,Netherlands,"Amsterdam, Netherlands",Fiction (Novel),978-90-451-2639-5,,2021,,,,,,https://en.wikipedia.org/wiki/Nicola_Yoon
2021,"Yoon, Nicola",Instructions For Dancing,,English,Jamaica,,Delacorte Press,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-1-984833-12-9,,2021,,,,,,https://en.wikipedia.org/wiki/Nicola_Yoon
2022,"Yoon, Nicola","Everything, Everything",,English,Jamaica,,Ember Publishing House,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-593-56716-6,,2015,,,,,,"https://en.wikipedia.org/wiki/Everything,_Everything_(novel)"
2021,"Yoon, Nicola; Ottens, Esther; Yoon, David",Alles Wat Je Lief Is,,Dutch,Jamaica,Australia,Uitgeverij Rainbow bv,Amsterdam,Netherlands,"Amsterdam, Netherlands",Fiction (Novel),978-90-417-1431-2,,2015,,,,,,https://en.wikipedia.org/wiki/Nicola_Yoon
2015,"Yoon, Nicola; Ahlborn, Jodie; Greis, Julian",Du neben Mir Und Zwischen Uns Die Ganze Welt: Ungekürzte Lesung,,German,Jamaica,Germany,Oetinger Media,Hamburg,Germany,"Hamburg, Germany",Fiction (Novel),978-3-8373-6497-2,,2015,,,,,,https://en.wikipedia.org/wiki/Nicola_Yoon
2018,"Yoon, Nicola; Falla, Dominique; Klein, Susanne; Oetinger Taschenbuch GmbH",Ein Einziger Tag Für Die Liebe,,German,Jamaica,Australia,Oetinger Taschenbuch,Hamburg,Germany,"Hamburg, Germany",Fiction (Novel),978-3-8415-0523-1,,2018,,,,,,https://en.wikipedia.org/wiki/Nicola_Yoon
2017,"Yoon, Nicola; Fraústo, Maria",O Sol Também eE Uma Estrela,,Portuguese,Jamaica,Sweden,Editorial Presença,Barcarena,Portugal,"Barcarena, Portugal",Fiction (Novel),978-972-23-6128-6,,2017,,,,,,https://en.wikipedia.org/wiki/Nicola_Yoon
2017,"Yoon, Nicola","Ni Shi Wo Yi Qie De Yi Qie: Yu Ni Xiang Yu,Jiu Shi Wo Zui Zhi De De Mao Xian",,Chinese,Jamaica,China,San cai wen hua gu fen you xian gong si,Taipei,Taiwan,"Taipei, Taiwan",Fiction (Novel),978-986-342-821-3,,2017,English,,,"Lin, Ling",,https://en.wikipedia.org/wiki/Nicola_Yoon
2019,"Yoon, Nicola","Hamah Chiz, Hamah Chiz",,Persian (Farsi),Jamaica,Syria,Nashr-i Nūn,Tihrān,Iran,"Tihrān, Iran",Fiction (Novel),978-600-8740-13-1,,2019,English,,,"Muhibbi, Nazila",,https://en.wikipedia.org/wiki/Nicola_Yoon
2019,"Yoon, Nicola",Khurshid Hanuz Yik Sitarah Ast,,Persian (Farsi),Jamaica,Saudi Arabia,Nashr-i Nūn,Tihrān,Iran,"Tihrān, Iran",Fiction (Novel),978-600-7141-94-6,,2019,English,,,"Khusravi, Fatimah",,https://en.wikipedia.org/wiki/Nicola_Yoon
2020,"Yoon, Nicola","Todo, Todo",,Spanish,Jamaica,,Planeta Publishing,Madrid,Spain,"Madrid, Spain",Fiction (Novel),978-607-07-6576-6,,2015,,,,,,https://en.wikipedia.org/wiki/Nicola_Yoon
2002,"Zobel, Joseph",Le Soleil M'a Dit ...,,French,Martinique,,Ibis rouge,Matoury,French Guiana,"Matoury, French Guiana",Poetry Collection,978-2-84450-165-3,,2002,,,,,,https://en.wikipedia.org/wiki/Joseph_Zobel
1996,"Zobel, Joseph",Laghia De La Mort: Nouvelles,,French,Martinique,,Présence Africaine,Paris,France,"Paris, France",Fiction (Short Story Collection),978-2-7087-0623-1,,1996,,,,,,https://en.wikipedia.org/wiki/Joseph_Zobel
2010,"Zobel, Joseph; Pillement, Georges",Diab'-La: Roman Antillais,,French,Martinique,France,Nouvelles Éditions latines,Paris,France,"Paris, France",Fiction (Novel),978-2-7233-1741-2,,1946,,,,,,https://en.wikipedia.org/wiki/Joseph_Zobel
2012,"Zobel, Joseph",Le Soleil Partagé,,French,Martinique,,Présence Africaine,Paris,France,"Paris, France",Fiction (Short Story Collection),978-2-7087-0848-8,,2012,,,,,,https://en.wikipedia.org/wiki/Joseph_Zobel
2017,"Zobel, Joseph",La Rue Cases-Nègres : Roman,,French,Martinique,,Présence Africaine,Paris,France,"Paris, France",Fiction (Novel),978-2-7087-0433-6,,1974,,,,,,https://en.wikipedia.org/wiki/Joseph_Zobel
2015,"Zobel, Joseph",Gertal Et Autres Nouvelles,,French,Martinique,,Ibis Rouge,Matoury,French Guiana,"Matoury, French Guiana",Fiction (Short Story Collection),978-2-84450-653-5,,2002,,,,,,https://en.wikipedia.org/wiki/Joseph_Zobel
1983,"Zobel, Joseph",Mas Badara: Nouvelles,,French,Martinique,,Nouvelles Éditions latines,Paris,France,"Paris, France",Fiction (Short Story Collection),978-2-7233-0219-7,150,1983,,,,,,https://en.wikipedia.org/wiki/Joseph_Zobel
